2026-05-05 17:10:57 | Experiment | INFO | experiment.py:165 | [temp0.1_1:Experiment] An experiment with the same name already exists. Created a new experiment 'temp0.1_1' with Experiment ID: 25 at /home/ayliang/rapidfireai/rapidfire_experiments/temp0.1_1
2026-05-05 17:27:13 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 7 (Pipeline 7) on actor 0 for shard 3 (1 batches)
2026-05-05 17:27:13 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-0] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:27:13 | QueryProcessingActor-0 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-0] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:27:13 | QueryProcessingActor-0 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:27:13 | QueryProcessingActor-0 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-05-05 17:27:13 | QueryProcessingActor-0 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-05-05 17:27:13 | QueryProcessingActor-0 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-05-05 17:27:13 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:27:15 | QueryProcessingActor-0 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-0] Recreated RAG spec with retrieval mode
2026-05-05 17:27:20 | Controller | INFO | controller.py:1192 | [temp0.1_1:Controller] Pipeline 4 completed all 4 shards
2026-05-05 17:27:21 | Controller | INFO | controller.py:1299 | [temp0.1_1:Controller] Pipeline 4 completed shard 3 (1 batches, 120.36s)
2026-05-05 17:27:21 | Controller | INFO | controller.py:1422 | [temp0.1_1:Controller] Scheduling pipeline 8 (Pipeline 8) on actor 1 for shard 3 (1 batches)
2026-05-05 17:27:21 | QueryProcessingActor-1 | INFO | query_actor.py:169 | [temp0.1_1:QueryProcessingActor-1] Reusing existing inference engine (config hash: cfb4626d)
2026-05-05 17:27:21 | QueryProcessingActor-1 | INFO | query_actor.py:198 | [temp0.1_1:QueryProcessingActor-1] Recreated embedding function: OpenAIEmbeddings
2026-05-05 17:27:21 | QueryProcessingActor-1 | INFO | query_actor.py:211 | [temp0.1_1:QueryProcessingActor-1] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-05-05 17:27:21 | QueryProcessingActor-1 | INFO | query_actor.py:215 | [temp0.1_1:QueryProcessingActor-1] Deserializing FAISS index for this actor...
2026-05-05 17:27:21 | QueryProcessingActor-1 | INFO | query_actor.py:230 | [temp0.1_1:QueryProcessingActor-1] Created independent FAISS vector store for this actor
2026-05-05 17:27:21 | QueryProcessingActor-1 | INFO | query_actor.py:260 | [temp0.1_1:QueryProcessingActor-1] Recreated retriever with search_type=similarity
2026-05-05 17:27:21 | sentence_transformers.base.model | INFO | model.py:962 | No modules.json found for BAAI/bge-reranker-v2-m3, initializing a new CrossEncoder model.
2026-05-05 17:27:23 | QueryProcessingActor-1 | INFO | query_actor.py:277 | [temp0.1_1:QueryProcessingActor-1] Recreated RAG spec with retrieval mode
2026-05-05 17:28:41 | ExperimentUtils | INFO | experiment_utils.py:180 | [temp0.1_1:ExperimentUtils] Reset experiment states - marked ongoing pipelines, contexts, and tasks as failed
2026-05-05 17:28:41 | ExperimentUtils | INFO | experiment_utils.py:188 | [temp0.1_1:ExperimentUtils] Experiment marked as cancelled. Ongoing pipelines, contexts, and tasks have been marked as failed.
2026-05-05 17:28:41 | ExperimentUtils | INFO | experiment_utils.py:154 | [temp0.1_1:ExperimentUtils] Experiment temp0.1_1 ended
2026-05-05 17:28:41 | Experiment | INFO | experiment.py:165 | [temp0.1_2:Experiment] The previously running experiment temp0.1_1 was forcibly ended. Created a new experiment 'temp0.1_2' with Experiment ID: 26 at /home/ayliang/rapidfireai/rapidfire_experiments/temp0.1_2
2026-05-05 17:29:03 | Experiment | INFO | metric_rfmetric_manager.py:55 | [temp0.1_2:Experiment] Initialized MLflowMetricLogger: rf_mlflow
2026-05-05 17:29:03 | Experiment | INFO | metric_rfmetric_manager.py:119 | [temp0.1_2:Experiment] Creating MLflow experiment: temp0.1_2
2026-05-05 17:29:03 | Experiment | INFO | experiment.py:210 | [temp0.1_2:Experiment] Initialized MetricLogger experiment: 23
2026-05-05 17:29:03 | Experiment | INFO | experiment.py:226 | [temp0.1_2:Experiment] Using existing dispatcher/api server at 127.0.0.1:8851.
2026-05-05 17:29:03 | Experiment | WARNING | experiment.py:381 | [temp0.1_2:Experiment] No GPUs available. Be sure to use external APIs for inference.
2026-05-05 17:29:03 | Experiment | INFO | experiment.py:383 | [temp0.1_2:Experiment] Running multi-config experiment with 4 shard(s), (0.0 GPUs per actor, 8.0 CPUs per actor, 4 actors)
2026-05-05 17:29:03 | Experiment | INFO | experiment.py:392 | [temp0.1_2:Experiment] Reset states of existing pipelines/contexts/tasks (marked as failed)
2026-05-05 17:29:04 | Controller | INFO | controller.py:895 | [temp0.1_2:Controller] Dataset sharded into 4 shard(s). Shard sizes: [12, 11, 11, 11]
2026-05-05 17:29:04 | Controller | INFO | controller.py:900 | [temp0.1_2:Controller] Received 8 pipeline configuration(s)
2026-05-05 17:29:04 | Controller | INFO | controller.py:309 | [temp0.1_2:Controller] Found 2 unique RAG context(s)
2026-05-05 17:29:04 | Controller | INFO | controller.py:320 | [temp0.1_2:Controller] Will build new context 857fe510...
2026-05-05 17:29:04 | Controller | INFO | controller.py:320 | [temp0.1_2:Controller] Will build new context a5eed5d4...
2026-05-05 17:29:04 | Controller | INFO | controller.py:346 | [temp0.1_2:Controller] Building 2 context(s) in parallel...
2026-05-05 17:29:04 | Controller | INFO | controller.py:373 | [temp0.1_2:Controller] Creating 2 DocProcessingActor(s) for parallel processing
2026-05-05 17:29:05 | Controller | INFO | controller.py:461 | [temp0.1_2:Controller] Submitted 2 build task(s) in parallel
2026-05-05 17:29:48 | Controller | INFO | controller.py:482 | [temp0.1_2:Controller] Built context 1 (857fe510...) successfully in 44.37s
2026-05-05 17:29:48 | Controller | INFO | controller.py:482 | [temp0.1_2:Controller] Built context 2 (a5eed5d4...) successfully in 44.40s
2026-05-05 17:29:48 | Controller | INFO | controller.py:523 | [temp0.1_2:Controller] Completed parallel context building for 2 context(s)
2026-05-05 17:29:48 | Controller | INFO | controller.py:920 | [temp0.1_2:Controller] Created 4 query processing actors (generic pool)
2026-05-05 17:29:48 | Experiment | INFO | metric_rfmetric_manager.py:141 | [temp0.1_2:Experiment] Created MLflow run: 389f730f59924e4a978ae3bd88510edb, 1
2026-05-05 17:29:48 | Experiment | INFO | metric_rfmetric_manager.py:141 | [temp0.1_2:Experiment] Created MLflow run: 31b9a4ee15504b0ba8fda9c17d86a352, 2
2026-05-05 17:29:48 | Experiment | INFO | metric_rfmetric_manager.py:141 | [temp0.1_2:Experiment] Created MLflow run: e51af6efdf87483e8cdbe35e4ba641ef, 3
2026-05-05 17:29:48 | Experiment | INFO | metric_rfmetric_manager.py:141 | [temp0.1_2:Experiment] Created MLflow run: 51567fff1b6d4f0abc0fc47085f161ba, 4
2026-05-05 17:29:48 | Experiment | INFO | metric_rfmetric_manager.py:141 | [temp0.1_2:Experiment] Created MLflow run: 7c61e7ca9cd54995be176d52b719601d, 5
2026-05-05 17:29:49 | Experiment | INFO | metric_rfmetric_manager.py:141 | [temp0.1_2:Experiment] Created MLflow run: 945ff977ed6d49de836ccc5740fa4afb, 6
2026-05-05 17:29:49 | Experiment | INFO | metric_rfmetric_manager.py:141 | [temp0.1_2:Experiment] Created MLflow run: c88b7ad178a4436f852fd4760522de64, 7
2026-05-05 17:29:49 | Experiment | INFO | metric_rfmetric_manager.py:141 | [temp0.1_2:Experiment] Created MLflow run: fc625b9279884397b4f709de2181ec67, 8
2026-05-05 17:29:49 | Controller | INFO | controller.py:931 | [temp0.1_2:Controller] Initialized scheduler with 8 pipelines, 4 actors, 4 shards
2026-05-05 17:29:49 | Controller | INFO | controller.py:1118 | [temp0.1_2:Controller] Created experiment-wide rate limiter actor for 8 OpenAI pipeline(s) with per-model limits (api-mistral-small-3.2-2506: 120 RPM, 1000000 TPM)
2026-05-05 17:29:49 | Controller | INFO | controller.py:1124 | [temp0.1_2:Controller] Starting multi-pipeline inference scheduling...
2026-05-05 17:29:49 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 0 (1 batches)
2026-05-05 17:30:22 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 1 for shard 0 (1 batches)
2026-05-05 17:30:25 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 2 for shard 0 (1 batches)
2026-05-05 17:30:28 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 3 for shard 0 (1 batches)
2026-05-05 17:32:36 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 1 completed shard 0 (1 batches, 133.82s)
2026-05-05 17:32:36 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 5 (Pipeline 5) on actor 0 for shard 0 (1 batches)
2026-05-05 17:32:48 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 2 completed shard 0 (1 batches, 142.70s)
2026-05-05 17:32:48 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 6 (Pipeline 6) on actor 1 for shard 0 (1 batches)
2026-05-05 17:33:35 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 3 completed shard 0 (1 batches, 186.44s)
2026-05-05 17:33:35 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 7 (Pipeline 7) on actor 2 for shard 0 (1 batches)
2026-05-05 17:33:45 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 4 completed shard 0 (1 batches, 193.52s)
2026-05-05 17:33:45 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 8 (Pipeline 8) on actor 3 for shard 0 (1 batches)
2026-05-05 17:35:24 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 5 completed shard 0 (1 batches, 164.31s)
2026-05-05 17:35:24 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 1 (1 batches)
2026-05-05 17:35:46 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 6 completed shard 0 (1 batches, 174.66s)
2026-05-05 17:35:46 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 1 for shard 1 (1 batches)
2026-05-05 17:37:33 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 1 completed shard 1 (1 batches, 126.37s)
2026-05-05 17:37:33 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 0 for shard 1 (1 batches)
2026-05-05 17:38:06 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 7 completed shard 0 (1 batches, 267.92s)
2026-05-05 17:38:06 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 2 completed shard 1 (1 batches, 137.45s)
2026-05-05 17:38:06 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 1 for shard 1 (1 batches)
2026-05-05 17:38:09 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 5 (Pipeline 5) on actor 2 for shard 1 (1 batches)
2026-05-05 17:38:23 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 8 completed shard 0 (1 batches, 274.70s)
2026-05-05 17:38:23 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 6 (Pipeline 6) on actor 3 for shard 1 (1 batches)
2026-05-05 17:40:42 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 3 completed shard 1 (1 batches, 185.79s)
2026-05-05 17:40:42 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 7 (Pipeline 7) on actor 0 for shard 1 (1 batches)
2026-05-05 17:41:00 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 5 completed shard 1 (1 batches, 168.05s)
2026-05-05 17:41:00 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 8 (Pipeline 8) on actor 2 for shard 1 (1 batches)
2026-05-05 17:41:16 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 6 completed shard 1 (1 batches, 169.94s)
2026-05-05 17:41:16 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 3 for shard 2 (1 batches)
2026-05-05 17:41:23 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 4 completed shard 1 (1 batches, 193.64s)
2026-05-05 17:41:23 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 1 for shard 2 (1 batches)
2026-05-05 17:43:30 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 1 completed shard 2 (1 batches, 130.86s)
2026-05-05 17:43:30 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 3 for shard 2 (1 batches)
2026-05-05 17:43:36 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 2 completed shard 2 (1 batches, 130.20s)
2026-05-05 17:43:36 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 1 for shard 2 (1 batches)
2026-05-05 17:44:51 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 7 completed shard 1 (1 batches, 247.05s)
2026-05-05 17:44:51 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 5 (Pipeline 5) on actor 0 for shard 2 (1 batches)
2026-05-05 17:45:16 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 8 completed shard 1 (1 batches, 252.98s)
2026-05-05 17:45:16 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 6 (Pipeline 6) on actor 2 for shard 2 (1 batches)
2026-05-05 17:46:22 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 3 completed shard 2 (1 batches, 169.06s)
2026-05-05 17:46:22 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 7 (Pipeline 7) on actor 3 for shard 2 (1 batches)
2026-05-05 17:46:46 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 4 completed shard 2 (1 batches, 183.79s)
2026-05-05 17:46:46 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 8 (Pipeline 8) on actor 1 for shard 2 (1 batches)
2026-05-05 17:47:25 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 5 completed shard 2 (1 batches, 148.11s)
2026-05-05 17:47:25 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 3 (1 batches)
2026-05-05 17:47:52 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 6 completed shard 2 (1 batches, 152.42s)
2026-05-05 17:47:52 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 2 for shard 3 (1 batches)
2026-05-05 17:49:34 | Controller | INFO | controller.py:1192 | [temp0.1_2:Controller] Pipeline 1 completed all 4 shards
2026-05-05 17:49:35 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 1 completed shard 3 (1 batches, 127.27s)
2026-05-05 17:49:35 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 0 for shard 3 (1 batches)
2026-05-05 17:49:59 | Controller | INFO | controller.py:1192 | [temp0.1_2:Controller] Pipeline 2 completed all 4 shards
2026-05-05 17:50:00 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 2 completed shard 3 (1 batches, 122.70s)
2026-05-05 17:50:00 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 2 for shard 3 (1 batches)
2026-05-05 17:50:28 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 7 completed shard 2 (1 batches, 243.85s)
2026-05-05 17:50:28 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 5 (Pipeline 5) on actor 3 for shard 3 (1 batches)
2026-05-05 17:50:59 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 8 completed shard 2 (1 batches, 249.64s)
2026-05-05 17:50:59 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 6 (Pipeline 6) on actor 1 for shard 3 (1 batches)
2026-05-05 17:52:41 | Controller | INFO | controller.py:1192 | [temp0.1_2:Controller] Pipeline 3 completed all 4 shards
2026-05-05 17:52:41 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 3 completed shard 3 (1 batches, 183.57s)
2026-05-05 17:52:41 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 7 (Pipeline 7) on actor 0 for shard 3 (1 batches)
2026-05-05 17:52:56 | Controller | INFO | controller.py:1192 | [temp0.1_2:Controller] Pipeline 4 completed all 4 shards
2026-05-05 17:52:57 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 4 completed shard 3 (1 batches, 173.78s)
2026-05-05 17:52:57 | Controller | INFO | controller.py:1422 | [temp0.1_2:Controller] Scheduling pipeline 8 (Pipeline 8) on actor 2 for shard 3 (1 batches)
2026-05-05 17:53:08 | Controller | INFO | controller.py:1192 | [temp0.1_2:Controller] Pipeline 5 completed all 4 shards
2026-05-05 17:53:09 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 5 completed shard 3 (1 batches, 157.11s)
2026-05-05 17:53:37 | Controller | INFO | controller.py:1192 | [temp0.1_2:Controller] Pipeline 6 completed all 4 shards
2026-05-05 17:53:37 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 6 completed shard 3 (1 batches, 155.85s)
2026-05-05 17:57:05 | Controller | INFO | controller.py:1192 | [temp0.1_2:Controller] Pipeline 7 completed all 4 shards
2026-05-05 17:57:06 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 7 completed shard 3 (1 batches, 261.08s)
2026-05-05 17:57:10 | Controller | INFO | controller.py:1192 | [temp0.1_2:Controller] Pipeline 8 completed all 4 shards
2026-05-05 17:57:10 | Controller | INFO | controller.py:1299 | [temp0.1_2:Controller] Pipeline 8 completed shard 3 (1 batches, 250.95s)
2026-05-05 17:57:10 | Controller | INFO | controller.py:1386 | [temp0.1_2:Controller] All pipelines completed all shards!
2026-05-05 17:57:10 | Controller | INFO | controller.py:695 | [temp0.1_2:Controller] Computing final metrics for all pipelines...
2026-05-05 17:57:11 | Experiment | INFO | metric_rfmetric_manager.py:190 | [temp0.1_2:Experiment] Ending run: 389f730f59924e4a978ae3bd88510edb, 1 in rf_mlflow
2026-05-05 17:57:11 | Experiment | WARNING | metric_mlflow_manager.py:101 | [temp0.1_2:Experiment] Run 389f730f59924e4a978ae3bd88510edb is not the active run, no local context to clear
2026-05-05 17:57:11 | Controller | INFO | controller.py:853 | [temp0.1_2:Controller] Pipeline 1 (Pipeline 1) completed successfully
2026-05-05 17:57:11 | Experiment | INFO | metric_rfmetric_manager.py:190 | [temp0.1_2:Experiment] Ending run: 31b9a4ee15504b0ba8fda9c17d86a352, 2 in rf_mlflow
2026-05-05 17:57:11 | Experiment | WARNING | metric_mlflow_manager.py:101 | [temp0.1_2:Experiment] Run 31b9a4ee15504b0ba8fda9c17d86a352 is not the active run, no local context to clear
2026-05-05 17:57:11 | Controller | INFO | controller.py:853 | [temp0.1_2:Controller] Pipeline 2 (Pipeline 2) completed successfully
2026-05-05 17:57:12 | Experiment | INFO | metric_rfmetric_manager.py:190 | [temp0.1_2:Experiment] Ending run: e51af6efdf87483e8cdbe35e4ba641ef, 3 in rf_mlflow
2026-05-05 17:57:12 | Experiment | WARNING | metric_mlflow_manager.py:101 | [temp0.1_2:Experiment] Run e51af6efdf87483e8cdbe35e4ba641ef is not the active run, no local context to clear
2026-05-05 17:57:12 | Controller | INFO | controller.py:853 | [temp0.1_2:Controller] Pipeline 3 (Pipeline 3) completed successfully
2026-05-05 17:57:12 | Experiment | INFO | metric_rfmetric_manager.py:190 | [temp0.1_2:Experiment] Ending run: 51567fff1b6d4f0abc0fc47085f161ba, 4 in rf_mlflow
2026-05-05 17:57:12 | Experiment | WARNING | metric_mlflow_manager.py:101 | [temp0.1_2:Experiment] Run 51567fff1b6d4f0abc0fc47085f161ba is not the active run, no local context to clear
2026-05-05 17:57:12 | Controller | INFO | controller.py:853 | [temp0.1_2:Controller] Pipeline 4 (Pipeline 4) completed successfully
2026-05-05 17:57:13 | Experiment | INFO | metric_rfmetric_manager.py:190 | [temp0.1_2:Experiment] Ending run: 7c61e7ca9cd54995be176d52b719601d, 5 in rf_mlflow
2026-05-05 17:57:13 | Experiment | WARNING | metric_mlflow_manager.py:101 | [temp0.1_2:Experiment] Run 7c61e7ca9cd54995be176d52b719601d is not the active run, no local context to clear
2026-05-05 17:57:13 | Controller | INFO | controller.py:853 | [temp0.1_2:Controller] Pipeline 5 (Pipeline 5) completed successfully
2026-05-05 17:57:13 | Experiment | INFO | metric_rfmetric_manager.py:190 | [temp0.1_2:Experiment] Ending run: 945ff977ed6d49de836ccc5740fa4afb, 6 in rf_mlflow
2026-05-05 17:57:13 | Experiment | WARNING | metric_mlflow_manager.py:101 | [temp0.1_2:Experiment] Run 945ff977ed6d49de836ccc5740fa4afb is not the active run, no local context to clear
2026-05-05 17:57:13 | Controller | INFO | controller.py:853 | [temp0.1_2:Controller] Pipeline 6 (Pipeline 6) completed successfully
2026-05-05 17:57:13 | Experiment | INFO | metric_rfmetric_manager.py:190 | [temp0.1_2:Experiment] Ending run: c88b7ad178a4436f852fd4760522de64, 7 in rf_mlflow
2026-05-05 17:57:13 | Experiment | WARNING | metric_mlflow_manager.py:101 | [temp0.1_2:Experiment] Run c88b7ad178a4436f852fd4760522de64 is not the active run, no local context to clear
2026-05-05 17:57:13 | Controller | INFO | controller.py:853 | [temp0.1_2:Controller] Pipeline 7 (Pipeline 7) completed successfully
2026-05-05 17:57:14 | Experiment | INFO | metric_rfmetric_manager.py:190 | [temp0.1_2:Experiment] Ending run: fc625b9279884397b4f709de2181ec67, 8 in rf_mlflow
2026-05-05 17:57:14 | Experiment | WARNING | metric_mlflow_manager.py:101 | [temp0.1_2:Experiment] Run fc625b9279884397b4f709de2181ec67 is not the active run, no local context to clear
2026-05-05 17:57:14 | Controller | INFO | controller.py:853 | [temp0.1_2:Controller] Pipeline 8 (Pipeline 8) completed successfully
2026-05-05 17:57:14 | ExperimentUtils | INFO | experiment_utils.py:180 | [temp0.1_2:ExperimentUtils] Reset experiment states - marked ongoing pipelines, contexts, and tasks as failed
2026-05-05 17:57:14 | ExperimentUtils | INFO | experiment_utils.py:188 | [temp0.1_2:ExperimentUtils] Experiment marked as cancelled. Ongoing pipelines, contexts, and tasks have been marked as failed.
2026-05-05 17:57:14 | ExperimentUtils | INFO | experiment_utils.py:154 | [temp0.1_2:ExperimentUtils] Experiment temp0.1_2 ended
2026-05-05 17:57:15 | Experiment | INFO | experiment.py:574 | [temp0.1_2:Experiment] All actors shut down
2026-05-05 17:57:15 | Experiment | INFO | experiment.py:575 | [temp0.1_2:Experiment] Dispatcher will automatically shut down (daemon thread)
